EOBS,COMIS5.DCOMIS.MIS_ADM,EQK_OBS
ETOBS,COMIS5.DCOMIS.MIS_ADM,EQK_TST_OBS
ETWRN,COMIS5.DCOMIS.MIS_ADM,EQK_TSN.
ETINF,X,X
EINF,COMIS5.DCOMIS.MIS_ADM,EQK_RPT
EINF,WRN.EQK,EBS_INF
EANN,COMIS5.DCOMIS.MIS_ADM,EQK_ANN
EANN,WRN.EQK,AJKO
EEEW,WRN.EQK,EBS_EEW
ERPT,WRN.EQK,eqk_rpt
VLC,COMIS5.DCOMIS.MIS_ADM,EQK_VLC
