RAW,RDR.RAW,RDR_
QCD,RDR.QCD,RDR_
SHCI,RDR.HCI,RDR_.*HCI
SHSR,RDR.HSR,RDR_.*HSR
SHSR,RDR.PCP,RDR_.*HSR
CHSR,RDR.CMP,RDR_.*HSR
CHSR,RDR.PUB,RDR_.*HSR
CHAIL,RDR.IMG_SITE,HAIL
CHAIL,RDR.CMP,RDR_CMP_HAIL
CHCI,RDR.CMP,RDR_CMP_HCI
R3D,RDR.R3D,RDR_R3D
R3D,RDR.OBS,RDR_OBS_.*_D3D
